2024-11-20 09:44:43,Bn,Habitacion,Piso
2024-11-20 09:44:43,Bn,Habitacion,Piso
2024-11-20 09:44:43,An,Habitacion,Piso
2024-11-20 09:44:43,Bs,Habitacion,Piso
2024-11-20 09:44:43,Bs,Habitacion,Piso
2024-11-20 09:44:43,Bn,Habitacion,Piso
2024-11-20 09:44:43,As,Habitacion,Piso
2024-11-20 09:44:43,An,Habitacion,Piso
2024-11-20 09:44:43,Bs,Habitacion,Piso
2024-11-20 09:44:43,Bs,Habitacion,Piso
2024-11-20 09:45:47,Bn,Habitacion,Piso
2024-11-20 09:45:47,An,Habitacion,Piso
2024-11-20 09:45:47,An,Habitacion,Piso
2024-11-20 09:45:47,Bs,Habitacion,Piso
2024-11-20 09:45:47,Bs,Habitacion,Piso
2024-11-20 09:45:47,Bn,Habitacion,Piso
2024-11-20 09:45:47,Bs,Habitacion,Piso
2024-11-20 09:45:47,An,Habitacion,Piso
2024-11-20 09:45:47,Bn,Habitacion,Piso
2024-11-20 09:45:47,Bs,Habitacion,Piso
2024-11-20 09:46:57,Bn,Habitacion,Piso
2024-11-20 09:46:57,Bn,Habitacion,Piso
2024-11-20 09:46:57,An,Habitacion,Piso
2024-11-20 09:46:57,An,Habitacion,Piso
2024-11-20 09:46:57,Bs,Habitacion,Piso
2024-11-20 09:46:57,Bs,Habitacion,Piso
2024-11-20 09:46:57,Bn,Habitacion,Piso
2024-11-20 09:46:57,Bn,Habitacion,Piso
2024-11-20 09:46:57,An,Habitacion,Piso
2024-11-20 09:46:57,An,Habitacion,Piso
2024-11-20 09:49:04,Bn,Habitacion,Piso
2024-11-20 09:49:04,An,Habitacion,Piso
2024-11-20 09:49:04,An,Habitacion,Piso
2024-11-20 09:49:04,Bn,Habitacion,Piso
2024-11-20 09:49:04,An,Habitacion,Piso
2024-11-20 09:49:04,Bn,Habitacion,Piso
2024-11-20 09:49:04,Bs,Habitacion,Piso
2024-11-20 09:49:04,An,Habitacion,Piso
2024-11-20 09:49:04,Bn,Habitacion,Piso
2024-11-20 09:49:04,Bs,Habitacion,Piso
2024-11-20 09:50:09,Bn,Habitacion,Piso
2024-11-20 09:50:09,Bs,Habitacion,Piso
2024-11-20 09:50:09,An,Habitacion,Piso
2024-11-20 09:50:09,Bn,Habitacion,Piso
2024-11-20 09:50:09,Bs,Habitacion,Piso
2024-11-20 09:50:09,Bn,Habitacion,Piso
2024-11-20 09:50:09,An,Habitacion,Piso
2024-11-20 09:50:09,An,Habitacion,Piso
2024-11-20 09:50:09,Bs,Habitacion,Piso
2024-11-20 09:50:09,Bs,Habitacion,Piso
2024-11-20 09:51:13,Bn,Habitacion,Piso
2024-11-20 09:51:13,An,Habitacion,Piso
2024-11-20 09:51:13,C,Habitacion,Piso
2024-11-20 09:51:13,Bs,Habitacion,Piso
2024-11-20 09:51:13,Bs,Habitacion,Piso
2024-11-20 09:51:13,Bn,Habitacion,Piso
2024-11-20 09:51:13,Bs,Habitacion,Piso
2024-11-20 09:51:13,An,Habitacion,Piso
2024-11-20 09:51:13,Bn,Habitacion,Piso
2024-11-20 09:51:13,Bs,Habitacion,Piso
2024-11-20 09:53:01,Bs,Habitacion,Piso
2024-11-20 09:53:01,Bs,Habitacion,Piso
2024-11-20 09:53:01,Bn,Habitacion,Piso
2024-11-20 09:53:01,An,Habitacion,Piso
2024-11-20 09:53:01,An,Habitacion,Piso
2024-11-20 09:53:01,Bs,Habitacion,Piso
2024-11-20 09:53:01,Bs,Habitacion,Piso
2024-11-20 09:53:01,Bn,Habitacion,Piso
2024-11-20 09:53:01,An,Habitacion,Piso
2024-11-20 09:53:01,An,Habitacion,Piso
2024-11-20 09:54:06,Bs,Habitacion,Piso
2024-11-20 09:54:06,Bs,Habitacion,Piso
2024-11-20 09:54:06,Bn,Habitacion,Piso
2024-11-20 09:54:06,Bs,Habitacion,Piso
2024-11-20 09:54:06,An,Habitacion,Piso
2024-11-20 09:54:06,Bs,Habitacion,Piso
2024-11-20 09:54:06,Bs,Habitacion,Piso
2024-11-20 09:54:06,Bn,Habitacion,Piso
2024-11-20 09:54:06,An,Habitacion,Piso
2024-11-20 09:54:06,An,Habitacion,Piso
2024-11-20 09:57:37,Bn,Habitacion,Piso
2024-11-20 09:58:09,Bn,Habitacion,Piso
2024-11-20 09:58:41,Bs,Habitacion,Piso
2024-11-20 09:59:13,Bs,Habitacion,Piso
2024-11-20 09:59:58,Bs,Habitacion,Piso
2024-11-20 10:00:30,Bn,Habitacion,Piso
2024-11-20 10:01:02,Bn,Habitacion,Piso
2024-11-20 10:01:34,Bn,Habitacion,Piso
2024-11-20 10:02:06,Bn,Habitacion,Piso
2024-11-20 10:02:39,Bn,Habitacion,Piso
2024-11-20 10:03:11,Bn,Habitacion,Piso
2024-11-20 10:04:09,Bs,Habitacion,Piso
2024-11-20 10:04:40,Bs,Habitacion,Piso
2024-11-20 10:05:25,An,Habitacion,Piso
2024-11-20 10:05:57,An,Habitacion,Piso
2024-11-20 10:06:29,Bn,Habitacion,Piso
2024-11-20 10:07:01,An,Habitacion,Piso
2024-11-20 10:07:34,An,Habitacion,Piso
2024-11-20 10:08:06,An,Habitacion,Piso
2024-11-20 10:08:44,Bs,Habitacion,Piso
2024-11-20 10:09:16,Bs,Habitacion,Piso
2024-11-20 10:09:48,Bs,Habitacion,Piso
2024-11-20 10:10:46,An,Habitacion,Piso
2024-11-20 10:11:18,An,Habitacion,Piso
2024-11-20 10:11:50,An,Habitacion,Piso
2024-11-20 10:12:22,An,Habitacion,Piso
2024-11-20 10:14:50,Bn,Habitacion,Piso
2024-11-20 10:17:05,Bn,Habitacion,Piso
2024-11-20 10:19:14,Bn,Habitacion,Piso
2024-11-20 10:21:47,Bn,Habitacion,Piso
2024-11-20 10:47:53,Bs,3
2024-11-20 10:50:02,Bs,3
2024-11-20 10:52:10,Bn,1
2024-11-20 11:00:18,Bn,3
2024-11-20 11:02:26,Bn,3
2024-11-20 11:04:35,Bn,3
2024-11-20 11:39:02,Bs,3,1
2024-11-20 11:44:34,Bn,3,1
2024-11-20 11:50:11,Bs,3,1
2024-11-20 11:51:49,An,3,1
2024-11-20 11:53:27,Bs,3,1
2024-11-20 11:55:13,Bs,3,1
2024-11-20 11:56:48,Bs,3,1
2024-11-20 11:58:38,Bn,3,1
2024-11-20 12:00:24,Bn,3,1
2024-11-20 12:02:20,An,3,1
2024-11-20 12:03:57,C,1,1
2024-11-20 12:05:50,An,1,1
2024-11-20 12:07:55,An,2,1
2024-11-20 12:09:36,An,3,1
2024-11-20 12:11:15,An,3,1
2024-11-20 12:12:50,An,3,1
2024-11-20 12:14:32,C,1,1
2024-11-20 12:16:10,An,3,1
2024-11-20 12:47:56,As,1,1
2024-11-20 12:51:30,C,1,1
2024-11-20 12:54:14,As,1,1
2024-11-20 12:56:55,As,1,1
2024-11-20 12:59:40,As,1,1
2024-11-20 13:02:35,C,1,1
2024-11-20 13:05:15,As,3,1
2024-11-20 13:07:55,An,2,1
2024-11-20 13:10:36,An,2,1
2024-11-20 13:13:16,An,2,1
2024-11-20 13:15:58,An,3,1
2024-11-20 13:18:39,Bs,3,1
2024-11-20 13:21:28,Bs,3,1
2024-11-20 13:24:08,As,3,1
2024-11-20 13:26:49,As,3,1
2024-11-20 13:29:29,As,3,1
2024-11-20 13:32:10,As,3,1
2024-11-20 13:34:58,As,3,1
2024-11-20 13:37:42,Bs,3,1
2024-11-20 14:04:18,An,1,1
2024-11-20 14:07:08,An,3,1
2024-11-20 14:09:48,An,2,1
2024-11-20 14:12:32,An,2,1
2024-11-20 14:14:47,An,2,1
